,0
0,0.7534314872514525
1,0.7011838115171776
2,0.6590176634845812
3,0.6256706413984197
4,0.5996657002466422
5,0.5766246514327993
6,0.5568436584312654
7,0.5385673363789243
8,0.5234105803706021
9,0.509416025300675
10,0.4965011766562432
11,0.4849792202578418
12,0.47388065867301893
13,0.4644900796866791
14,0.4552970268605162
15,0.4466809321345527
16,0.4393498667278635
17,0.43249046520694673
18,0.42594779638608826
19,0.41984251307952103
20,0.41513550965763935
21,0.4100260024187633
22,0.40564674899405595
23,0.401545172138031
24,0.3981190956327778
25,0.39447445108758766
26,0.3907980961672283
27,0.38812100375248076
28,0.38504015550284654
29,0.3826337220295674
30,0.3799742007882247
31,0.3776728368410187
32,0.37563549682988734
33,0.3734587078034483
34,0.37159550971398797
35,0.36965299009398983
36,0.3677476457316834
37,0.36639961204737825
38,0.3643668050775925
39,0.36265418436410735
40,0.36097992209100305
41,0.3598553657198164
42,0.35828111684962505
43,0.3571154060840345
44,0.3557138679192975
45,0.3544459726873871
46,0.352887628702348
47,0.35234247134677654
48,0.35032923879818123
49,0.349320919512402
50,0.3484826766790147
51,0.347177209642343
52,0.3458179681855973
53,0.3448637087070242
54,0.3440489768186498
55,0.3424722989912627
56,0.3417900602424546
57,0.3406272465944605
58,0.3401367809950225
59,0.3386172450783315
60,0.33752385940033447
61,0.3363717397313665
62,0.3355771420729648
63,0.3349887371707051
64,0.3337203632053727
65,0.3327414773390577
66,0.3317400019524858
67,0.3311149563047619
68,0.32977184698571355
69,0.32923899731305695
70,0.3277993569843595
71,0.3271033740026865
72,0.32621703678944636
73,0.32556910689047797
74,0.32497433502513073
75,0.32341861267568156
76,0.3224931510370259
77,0.32153075071998277
78,0.32118168831458843
79,0.3198971909335448
80,0.319206712689658
81,0.31821832598471456
82,0.3175319895258998
83,0.31708739928865687
84,0.31605176104795507
85,0.31593860221895886
86,0.31449963872326353
87,0.3138240395985507
88,0.3132770943015974
89,0.3119651482408101
90,0.31161176193323736
91,0.31123708574393016
92,0.31022917015740303
93,0.30920712657380306
94,0.3087688851753979
95,0.30766214088085314
96,0.30751365189620383
97,0.3068519889648888
98,0.3064240352776774
99,0.30521741857828644
100,0.3043264133653805
101,0.3035391540559104
102,0.30306436235882356
103,0.30182958119206194
104,0.3014332022742452
105,0.3005096986970484
106,0.30031894745777404
107,0.29915671023316026
108,0.29887857694930353
109,0.29893419643181346
110,0.2972110406921505
111,0.29683737044457875
112,0.2960371762664793
113,0.2953174800205322
114,0.29415028270009813
115,0.2937250877614134
116,0.29267256133054803
117,0.2921080458065664
118,0.2911398580883905
119,0.2901402692997277
120,0.28952775557943
121,0.2886605192092744
122,0.28873759369418356
123,0.28801522624144604
124,0.2865544599255056
125,0.28611735639175
126,0.285773613765914
127,0.28469535657237066
128,0.2835153137216821
129,0.28262359376930646
130,0.2820298318599902
131,0.281164827223465
132,0.28084506681299454
133,0.27983920334156853
134,0.27965014607526656
135,0.2784224868158005
136,0.2772090611304884
137,0.27734092215847767
138,0.2761611323737358
139,0.2756706940707035
140,0.274463048721945
141,0.2735687843622017
142,0.27299568143516084
143,0.27231110585969
144,0.27150554851371483
145,0.2706586362264011
146,0.2702286264576225
147,0.26918803660166574
148,0.26840640594294507
149,0.2679320529192077
150,0.2667508492668123
151,0.26675449799109135
152,0.26569620098211766
153,0.26528293071359754
154,0.26451877477755453
155,0.2635459083685127
156,0.26398365602670293
157,0.26203793214991594
158,0.26124397109451264
159,0.2602401412375678
160,0.25956265708440057
161,0.25857227714048214
162,0.25762774399387134
163,0.25761256552978773
164,0.2565478354986885
165,0.25539459943155485
166,0.254635032215099
167,0.25485908588441775
168,0.2538586712170872
169,0.25244807894308857
170,0.2518420802051139
171,0.2509092464823008
172,0.25110937863504335
173,0.24918823293004727
174,0.24868575465953865
175,0.2481956920911048
176,0.24753679002518272
177,0.24584618785290485
178,0.24495217022613258
179,0.24519206814088546
180,0.24342945530673663
181,0.2431009509178323
182,0.24235375649543964
183,0.24115866637225875
184,0.2400639106713315
185,0.23897501621462286
186,0.23855385029689716
187,0.2380061574412869
188,0.2366255709718181
189,0.23566925072328374
190,0.23445518908871893
191,0.23354931749944643
192,0.2336229757400047
193,0.2323960035310528
194,0.2308463176752471
195,0.23064099947513728
196,0.22953205664725074
197,0.22933931385026693
198,0.22800720240447012
199,0.2271698792401008
200,0.2267976914574835
201,0.2260838656991546
202,0.22376736863475008
203,0.2233956401602371
204,0.22261688021834056
205,0.2216386676004995
206,0.2207344577704708
207,0.2209945274779935
208,0.21919515468628292
209,0.2186943551521556
210,0.218358789407227
211,0.2172223205209999
212,0.21684279428268252
213,0.2161535443407084
214,0.2154228447106215
215,0.21482641142730458
216,0.21291259069419086
217,0.21240847703917226
218,0.21339488594743353
219,0.21244321771274727
220,0.21123887664328017
221,0.2095303987090057
222,0.20770821739140272
223,0.2079263960999026
224,0.20649501181619886
225,0.20697294079799772
226,0.20626799020447129
227,0.2045019474625195
228,0.20347870057226813
229,0.2032069276541875
230,0.20193507692058388
231,0.20099569802733844
232,0.20002636709167845
233,0.19972441414975117
234,0.19916283377312705
235,0.19832912858409038
236,0.19704853160025237
237,0.19663074678035883
238,0.1958251009435269
239,0.195349095462495
240,0.19552606953103746
241,0.19410551570450738
242,0.1926756350904306
243,0.19286687865441568
244,0.19366822402230865
245,0.19128525012452385
246,0.1894729894995393
247,0.18948744873341694
248,0.1883893924894712
249,0.18790825072050044
250,0.18651747646814346
251,0.18630866948804473
252,0.18526964680673186
253,0.18429048967911374
254,0.1837001951021244
255,0.18368118874522554
256,0.18219623308698848
257,0.18221571989521196
258,0.1830493895678455
259,0.1803694039179953
260,0.18069737019104323
261,0.18015940726731605
262,0.17869795755854975
263,0.17739922761631224
264,0.17636555228252032
265,0.1757531944781297
266,0.17553878303881576
267,0.17431048541327562
268,0.17374486549140244
269,0.17406006748164993
270,0.17251316827542532
271,0.17260486957559643
272,0.17234300390175009
273,0.17146072198504872
274,0.1706517986114764
275,0.16834346021842778
276,0.16815108113079053
277,0.16751922154330046
278,0.16716404584599623
279,0.16635477485152886
280,0.16659549378875893
281,0.1653576667965701
282,0.16524383568378773
283,0.1650002685313064
284,0.16315993745300655
285,0.1615386854824734
286,0.1614317581100241
287,0.1606476270574671
288,0.1605187710529268
289,0.159606496503398
290,0.15928190572763026
291,0.15749678949796628
292,0.15698484927066841
293,0.15795871148240334
294,0.156991487962277
295,0.15580099308764794
296,0.15466065004136126
297,0.15420506421130586
298,0.15260361613185036
299,0.15322561275083713
300,0.1527872153987377
301,0.15103870977015138
302,0.15004697793522212
303,0.14974441744348452
304,0.1486723639233415
305,0.14815265531125332
306,0.14715362755784506
307,0.14665837228517847
308,0.14628767874624105
309,0.14555117137971635
310,0.1461565244261675
311,0.14611544469737958
312,0.14399885200536428
313,0.14539871166566273
314,0.14235545871117888
315,0.14285220925130424
316,0.14195887689945652
317,0.14224520459503345
318,0.1396903253225962
319,0.14047541168470032
320,0.1400024937371176
321,0.1385580995633478
322,0.13706211237749358
323,0.13687713417124653
324,0.13636965629978834
325,0.1352754897085196
326,0.13490386117296965
327,0.13430776593197993
328,0.13362588009276744
329,0.1338846083553478
330,0.1331768136465799
331,0.13190498474350373
332,0.1329386959626422
333,0.13093364694383547
334,0.13015279991561812
335,0.13030783583049782
336,0.12871315814082562
337,0.12900585624753114
338,0.1280800734979282
339,0.12776094505094923
340,0.1277430386554024
341,0.1269800497459689
342,0.1251407761110495
343,0.1266139533825198
344,0.12427598675817977
345,0.12423468908441933
346,0.124558159938253
347,0.12300908220692466
348,0.12272254337525268
349,0.123028936471381
350,0.12103192859927452
351,0.1211455304038474
352,0.12053547765339652
353,0.12040852101547009
354,0.11817993139324143
355,0.11931838256124432
356,0.11710068177361797
357,0.11724140130801206
358,0.11661073735233081
359,0.11645578735268905
360,0.11590345657657079
361,0.1144870308709405
362,0.11570986537639785
363,0.11412669189284584
364,0.113574303969968
365,0.11313187632823309
366,0.11196850181572171
367,0.11257287865377955
368,0.11145228255502868
369,0.11118130839853863
370,0.11002419884987934
371,0.11060932327138369
372,0.10969144896300648
373,0.10839290165786424
374,0.1080605636024761
375,0.10866708063689835
376,0.10710575193960083
377,0.10685784275956516
378,0.10632604988571662
379,0.10544428447015793
380,0.10533325104265892
381,0.10439413482813344
382,0.1046284118529948
383,0.10472615065942834
384,0.10470081316614473
385,0.10340049122419794
386,0.10192416257707627
387,0.10152122007086754
388,0.1007930563392846
389,0.10013676430093468
390,0.10151502289700351
391,0.0991543041322153
392,0.09991074830967347
393,0.09760554523288371
394,0.09834106366655157
395,0.09804867018242969
396,0.09629461642159867
397,0.0963772298602349
398,0.09568640917774802
399,0.09516383433261941
400,0.09488430048961967
401,0.09569920591630982
402,0.09520333065507665
403,0.09506765411214599
404,0.09282133789495185
405,0.09233573996973664
406,0.09203342694967041
407,0.09129140087908137
408,0.09144139050988168
409,0.09012791826489117
410,0.08956224151645716
411,0.08954032319575916
412,0.0896108216374225
413,0.088898944253941
414,0.08812590012875114
415,0.08846377149524971
416,0.08763892288602207
417,0.08768403608484997
418,0.08703766240001727
419,0.08606866257760729
420,0.08589825000907099
421,0.08501842133005517
422,0.08486689924206983
423,0.08449437219794073
424,0.08426428360092678
425,0.08325555837971822
426,0.08272479913208444
427,0.08195513292725444
428,0.08256727235822403
429,0.0815689102636196
430,0.08070458570416819
431,0.08092680458441781
432,0.08077838832355977
433,0.07945735820045606
434,0.0798317055196987
435,0.0783453399882202
436,0.07908029813054702
437,0.07827290287979903
438,0.07780123240505875
439,0.07753326059036687
440,0.07707429474960806
441,0.07686227969025329
442,0.07560325510467913
443,0.07555669856762837
444,0.07480789687429776
445,0.07499111499984953
446,0.07429733735160683
447,0.07446028592043123
448,0.07383607141969484
449,0.07335432572407175
450,0.07278277577771085
451,0.07342880489858583
452,0.071528847706674
453,0.07221818715767019
454,0.07114188898391362
455,0.07039191725982429
456,0.07062411025984011
457,0.0701200170520066
458,0.06951061660530344
459,0.06962804958904827
460,0.06837941455761477
461,0.06898121885583988
462,0.06955707996896487
463,0.06722786508072733
464,0.06827869727678915
465,0.0667761943527785
466,0.06782450935639071
467,0.06658804460848636
468,0.06684061934309174
469,0.06501482175953556
470,0.06618767391900782
471,0.06483910480046545
472,0.0647339386805288
473,0.06594485060114245
474,0.06395478748511146
475,0.06324697589040544
476,0.06410116445107247
477,0.06237599127636328
478,0.06249479543454463
479,0.0640807275334136
480,0.06377554625090581
481,0.06156042898613916
482,0.06371776317756621
483,0.06153860347305736
484,0.06145544283039594
485,0.061506508529615575
486,0.059660458049593704
487,0.059689909269719635
488,0.05991318655601765
489,0.05884698470519677
490,0.058951181459997316
491,0.05932293443238705
492,0.058676336580926546
493,0.05755956264491107
494,0.05800524413442192
495,0.05705157806873128
496,0.0574015905977505
497,0.0564951255674176
498,0.05775626992734742
499,0.05713857596985256
500,0.05622045370059859
501,0.05615501404382779
502,0.05536002047102864
503,0.05430787524877277
504,0.05415223865093611
505,0.05421836441853648
506,0.05372172829937798
507,0.05325464183145022
508,0.05322582861299594
509,0.053492678364554194
510,0.05208460013047801
511,0.0523521354523715
512,0.05164397323347498
513,0.05134873427462939
514,0.05141765140964368
515,0.05086082318782653
516,0.05088289407234619
517,0.0514291597678974
518,0.050759317319540226
519,0.051402211507993546
520,0.050480631940614876
521,0.0497445463750352
522,0.049458605276766814
523,0.04972144630499422
524,0.04848618728786951
525,0.048683890076339685
526,0.048418801796901764
527,0.04970222123028657
